ytid,path,caption,aspect_list,audioset_labels,sr
Al_OdIuqoe0,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\Al_OdIuqoe0.wav,"This is the live performance of an afrobeat music piece. There is a male voice singing occasionally. The melody is being played by a wide variety of instruments such as the electric guitar, the keyboard and the bass guitar. There is a saxophone playing a solo. In the rhythmic background, there is an acoustic drum beat in the style of afrobeat. It is joined by percussive elements. There is a vibrant atmosphere in this recording. This piece could be playing in the background of a West African cuisine restaurant.","['afrobeat', 'live performance', 'male voice', 'electric guitar', 'bass guitar', 'keyboard', 'saxophone', 'acoustic drums', 'percussion', 'vibrant', 'colorful', 'playful']","/m/0155w,/m/04rlf",32000
AmAThmRphk0,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\AmAThmRphk0.wav,"The Jazz song features a passionate solo acoustic guitar melody and acoustic rhythm guitar chords, followed by simple double bass. It sounds smooth and elegant, something you would hear in fancy restaurants or good jazz clubs.","['jazz', 'passionate solo acoustic guitar melody', 'acoustic rhythm guitar chords', 'simple double bass', 'smooth', 'elegant']","/m/018j2,/m/0342h,/m/042v_gx,/m/04rlf,/m/04rzd,/m/04szw,/m/0fx80y,/m/0gg8l",32000
BI8YQ3ueD24,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\BI8YQ3ueD24.wav,"Intentionally lo-fi bedroom recording of acoustic guitar strumming, knocking and fingerstyle playing. Finger snaps can also be heard. There is a slightly muffled room reverb over everything. Has an indie folk DIY aesthetic.","['diy', 'solo guitar', 'acoustic guitar strumming', 'room reverb', 'lo-fi', 'knocking on guitar', 'fingerstyle', 'finger snapping', 'bedroom recording', 'indie', 'slightly', 'hazy muffled', 'folk']","/m/01glhc,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y",32000
BqIZipifARo,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\BqIZipifARo.wav,"The song is an instrumental. The tempo is medium with an electric guitar playing a dreamy solo with a keyboard accompaniment , string section harmony and rhythmic percussion rhythm. The song is passionate and emotional. The song is a rock guitar instrumental.","['guitar solo', 'whammy bar', 'keyboard harmony', 'steady percussion rhythm', 'tremolo', 'vibrato', 'guitar skills', 'rock guitar solo', 'dreamy', 'emotional', 'adrenaline rush', 'retro guitar hits', 'instrumental hits', 'high on adrenaline', 'string section accompaniment', 'rock guitarist', 'soloist', 'keybiard harmony', 'steady percussion rhythm', 'd]steady drumming rhythm', 'groovy music', 'medium tempo']","/m/0342h,/m/04rlf,/m/04szw,/m/06w87,/m/0fx80y",32000
C1M5xqDQW58,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\C1M5xqDQW58.wav,"This is a rock music piece. There is a medium-to-high pitched electric guitar solo at the forefront. In the melodic background, a keyboard and a bass guitar repeating the same pattern can be heard. The acoustic drums are playing a loud and slightly fast-paced rock drum beat. There is a rebellious atmosphere to this piece. It can be used in the soundtrack of a teenage drama or a crime shootout video game.","['rock music', 'electric guitar', 'guitar solo', 'keyboard', 'bass guitar', 'acoustic drums', 'loud', 'rebellious', 'eclectic', 'psychedelic']","/m/04rlf,/m/07s8j8t",32000
CAbNGe1PWoY,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\CAbNGe1PWoY.wav,"This is a heavy metal music piece. There is no singer in this piece. There is a complex electric guitar solo being played. The melodic background consists of the distorted electric guitar and the bass guitar. The rhythm is being played by the acoustic drums. The atmosphere of this piece is loud and hard-hitting. This piece could be used in the soundtrack of an action-filled cartoon/animation movie, especially during the combat scenes.","['heavy metal', 'no singer', 'instrumental', 'distorted electric guitar', 'guitar solo', 'bass guitar', 'acoustic drums', 'loud', 'hard-hitting', 'aggressive']","/m/0342h,/m/03lty,/m/04rlf,/m/04szw,/m/0fx80y",32000
CKEPPcaCjbw,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\CKEPPcaCjbw.wav,solo electric guitar music with a clean tone. The guitar is slightly out of tune. The music mostly consists of single notes as opposed to chords. The guitar plays blues licks.,"['solo electric guitar', 'clean tone', 'out of tune', 'blues licks', 'single notes']","/m/01b9nn,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y",32000
CKO35LsM0XI,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\CKO35LsM0XI.wav,"The low quality recording features an indie rock song that consists of passionate female vocal singing over energetic drums, electric guitar solo melody and groovy bass, over which there is a flat, nasal and muffled male vocal narrating. The song sounds energetic and uplifting.","['low quality', 'flat male vocal', 'indie rock', 'passionate female vocal', 'energetic drums', 'electric guitar solo melody', 'groovy bass guitar', 'energetic', 'uplifting', 'muffled', 'nasal']","/m/04rlf,/m/05rwpb,/m/09x0r",32000
CM7jMnBXw2Y,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\CM7jMnBXw2Y.wav,"This rock song features a guitar solo being played on a distortion guitar. This starts off with a string bend followed by a descending lick. A harmonic string scratch technique is played to produce a screeching sound. This is followed by a fast ascending scale run. This is accompanied by percussion playing a simple rock beat. The bass plays the root notes of the chords. There are no voices in this song. This is an instrumental. Due to the low audio quality, the instruments are not clearly heard.","['rock song', 'low quality audio', 'no voices', 'instrumental', 'distortion guitar', 'guitar solo', 'percussion', 'bass', 'harmonics', 'moderate tempo', 'string bending']","/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07pt_g0,/m/0fx80y,/m/0l14_3",32000
CYuYfvQv4eo,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\CYuYfvQv4eo.wav,This is the live performance of a jazz music piece. There is an organ playing the chords in the background. There is a complex and improvised saxophone solo in the lead. The acoustic drums are playing a mellow jazz beat. The atmosphere is rather tranquil. This piece could be playing in the background at a coffee shop or a classy restaurant.,"['jazz', 'live performance', 'no singer', 'instrumental', 'organ', 'saxophone solo', 'bass guitar', 'acoustic drums', 'tranquil', 'complex', 'improvisation']","/m/01kcd,/m/06ncr",32000
CZoPTJNmiCw,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\CZoPTJNmiCw.wav,The low quality recording features a solo still guitar melody. The recording is a bit noisy and it sounds like it is a live performance. There are also some pluck and string sounds as the instruments are being played.,"['low quality', 'solo still guitar melody', 'noisy', 'live performance', 'strings sounds', 'pluck sounds']","/m/04rlf,/m/04szw,/m/06w87,/m/0fx80y",32000
CdWA-SNcYpM,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\CdWA-SNcYpM.wav,This clip features low quality audio. The song is a heavy metal song where a guitar solo is played on the higher register of the scale. This is accompanied by percussion playing an uptempo beat. The bass plays a heavy riff using open notes and its octave. The distortion guitar plays power chords. There are no voices in this song. This is an instrumental song. This song can be played in a racecar sequence in a movie.,"['low quality sound', 'heavy metal', 'guitar solo', 'no voices', 'bass', 'percussion', 'distortion guitars', 'happy mood', 'instrumental', 'moderate tempo']","/m/04rlf,/m/06by7,/t/dd00126,/t/dd00127",32000
D2w3qHmJrdU,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\D2w3qHmJrdU.wav,"The song is an instrumental. The song is medium tempo with a guitar playing solo, steady drum rhythm, groovy bass line and steady bass line. The song is funky and groovy in nature. The song is an ad jingle.","['instrumental music', 'cash register click', 'passionate', 'spirited', 'exciting', 'medium tempo', 'groovy rhythm', 'romantic', 'energetic', 'youthful', 'jazz music influences', 'dreamy', 'enterprising', 'guitar solo', 'groovy bass line', 'steady drumming rhythm', 'ad jingle', 'soundtrack', 'funk jazz music', 'shakers percussions', 'groovy', 'soul music', 'medium tempo']","/m/04rlf,/m/0dv5r",32000
DUNOn71oGCw,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\DUNOn71oGCw.wav,"The song is an instrumental. The song is medium tempo with a guitar playing solo accompaniment  style, with a subtle bass line. The song is entertaining and passionate. The song audio quality is poor with a lot of ambient echoes.","['instrumental music', 'poor audio quality', 'guitar solo', 'ambient echoes', 'guitar played accompaniment style', 'guitar amplifier', 'tone generator', 'subtle bass line', 'home video', 'youtube music video', 'soloist', 'guitar solo', 'exciting', 'adventurous', 'guitar demo', 'passionate', 'medium tempo', 'emotional', 'adventure music']","/m/01b9nn,/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y",32000
DYp8940tHso,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\DYp8940tHso.wav,This is the guitar cover of a speed metal/progressive metal piece. The distorted electric guitar is playing a solo. There is a rapid and complex procession of notes in the solo which is played by the shredding technique. There is a loud and violent atmosphere to the recording. The quality is quite poor since the recording is a bit dated.,"['cover', 'speed metal', 'progressive metal', 'instrumental', 'distorted electric guitar', 'guitar solo', 'shredding', 'complex', 'rapid', 'violent', 'poor quality']","/m/03lty,/m/04rlf,/m/06by7",32000
DlU56FGTVEk,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\DlU56FGTVEk.wav,"The low quality record features a blues song played on some device and it features brass melody, electric guitar solo melody, energetic drums, smooth bass and passionate male vocal singing over it. It sounds crushed, distorted and noisy.","['low quality', 'blues', 'electric guitar solo', 'passionate male vocal', 'energetic drums', 'brass melody', 'smooth bass', 'crushed', 'distorted', 'noisy']","/m/04rlf,/m/07brj",32000
DvOA0K-DIFM,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\DvOA0K-DIFM.wav,"This is an amateur jam video of an electric guitar solo. The player uses the flanger pedal to achieve the effect of two tape recordings playing at the same time, one slower than the other. This piece could be used as a sample for a beat with a trippy feel.","['jam', 'instrumental', 'electric guitar', 'solo', 'flanger pedal', 'trippy']","/m/01glhc,/m/02rr_,/m/04rlf,/m/04szw,/m/06w87,/m/0g12c5",32000
E3F9bzeCgTQ,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\E3F9bzeCgTQ.wav,The song is an instrumental. The song is fast tempo with  soloists playing an enthusiastic guitar strumming and harmony. The song is energetic and entertaining. The audio is poor and the song is played in front of a live audience that is cheering and hooting in approval.,"['poor audio quality', 'instrumental music', 'virtuous guitarist', 'classic guitar hits', 'adrenaline rush', 'people cheering', 'groovy', 'hooting', 'guitar player', 'soloist', 'fast strumming rhythm', 'energetic', 'passionate', 'dance rhythm', 'groovy music', 'jazz blues', 'gypsy guitar music', 'blues music', 'fast tempo']","/m/02w4v,/m/04rlf",32000
E_kgtQ93Q1s,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\E_kgtQ93Q1s.wav,This is an instrumental version of a heavy metal piece. There is a distorted electric guitar and a bass guitar playing the main tune while another distorted electric guitar is playing a medium-to-high pitch solo. The acoustic drums are playing a medium tempo heavy metal beat. It is a hard-hitting piece. This piece can be used in the soundtrack of an action-filled video game. It could also be playing in the background of a rock/metal bar.,"['heavy metal', 'instrumental', 'no singer', 'distorted electric guitar', 'guitar solo', 'bass guitar', 'acoustic drums', 'loud', 'hard-hitting']","/m/03lty,/m/04rlf,/m/05r6t,/m/0dl5d,/m/0g12c5",32000
F1uXNtotVsg,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\F1uXNtotVsg.wav,This is an instrumental jam piece. The only instrument is an acoustic guitar which is being played with a percussive slap technique. The track is groovy. This piece could fit perfectly as an advertisement jingle.,"['jam', 'no singer', 'instrumental', 'single instrument', 'acoustic guitar', 'guitar solo', 'percussive slap', 'groovy', 'easygoing']","/m/01glhc,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y",32000
FLFmcZiRuzU,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\FLFmcZiRuzU.wav,This is a gear showcase jam recording. The only instrument being played is an electric guitar with heavy distortion. There is a hard-hitting guitar solo. The sound is crunchy. There is a raw atmosphere to this recording. This piece could be used in advertisements as a jingle. It could also be sampled to be used in beat-making.,"['jam', 'no singer', 'instrumental', 'single instrument', 'distorted electric guitar', 'guitar solo', 'high gain distortion', 'crunchy', 'raw', 'hard-hitting']","/m/04rlf,/m/07m2kt",32000
FNnKFUkFJ5M,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\FNnKFUkFJ5M.wav,This blues song features a solo played on a harmonica. It starts off with the harmonica playing three descending notes. This is followed by the same three notes but the first note is played twice followed by the remaining two notes. This is accompanied by a guitar playing a rock and roll strumming pattern. The bass plays the root note of the chord. A piano plays in the background. There are no voices in this song. This song can be played in a bar scene in a movie.,"['harmonica song', 'acoustic guitar', 'piano song', 'no voices', 'bass', 'instrumental', 'no percussion', 'no voices', 'blues song', 'slow tempo']","/m/03qjg,/m/085jw",32000
FXQxobF8FWw,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\FXQxobF8FWw.wav,"This is an instrumental progressive rock piece. There is an electric guitar playing an arpeggio in the melodic background while another is playing a solo as the lead. A simple 4/4 rock beat is with electronic drum sounds. The atmosphere has a trippy, psychedelic feeling to it. This piece could be used in the trip/nightmare sequences of retro themed horror movies.","['progressive rock', 'instrumental', 'electric guitar', 'guitar solo', 'effect pedal', 'electronic drums', 'trippy', 'psychedelic']","/m/02sgy,/m/0342h,/m/04rlf,/m/05rwpb,/m/06by7,/m/0dl5d",32000
FXVu-YwjhxM,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\FXVu-YwjhxM.wav,A male singer sings this cool melody. The song is medium tempo with a groovy guitar lead and steady drumming with tambourine percussion. The song is cool and sophisticated. The audio quality is bad.,"['bass guitar solo', 'male singer', 'guitar lead', 'retro pop hits', 'noir style', 'rhythm guitar', 'percussion hits', 'love song', 'missing you', 'together forever', 'strong bass guitar', 'percussions', 'big band', 'story telling', 'romantic', 'emotional', 'groovy', 'tambourine percussions', 'medium tempo', 'bad audio quality']","/m/0155w,/m/015lz1",32000
FdvGsAq99r0,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\FdvGsAq99r0.wav,"This is an Arabic music piece being performed live by an orchestra. There is a new flute playing a solo in the lead. The melodic background consists of the violin, the oud, and the qanun while the cello and the bass guitar are playing in the lower range. The rhythmic background is provided by percussive elements that sound like the doumbek. The atmosphere is vibrant. This piece could be used as an opening theme for a drama movie or a TV series that takes place in the Middle East.","['arabic', 'live performance', 'orchestra', 'instrumental', 'ney', 'violin', 'qanun', 'oud', 'bass guitar', 'cello', 'percussion', 'vibrant', 'profound', 'eastern sounding']","/m/01p970,/m/026t6,/m/0l14md",32000
G8iTuTi8ywU,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\G8iTuTi8ywU.wav,"The song is an instrumental. The tempo is medium fast with a strong guitar lead, rock drumming rhythm, percussive bass line and an electric guitar strumming rhythm. The song is high on adrenaline and exciting. The audio quality is very bad with ambient crowd screaming noises.","['live performance', 'ambient crowd noises', 'medium fast tempo', 'live concert video', 'home video', 'poor audio recording', 'testosterone driven', 'female guitarist', 'exciting', 'youthful', 'diva', 'rock guitar solo', 'adventurous', 'people screaming', 'guitar solo', 'rock band', 'instrumental music', 'people cheering', 'bad audio quality', 'hard rock', 'rock band', 'medium fats tempo', 'rock drumming', 'percussive bass line', 'electric rhythm guitar playing']","/m/0342h,/m/04rlf,/m/064t9,/m/07rwj3x,/m/07sr1lc,/t/dd00126",32000
GHQlBD-6rkA,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\GHQlBD-6rkA.wav,"The low quality recording features a compilation of pop songs. The first song features an echoing female vocal sining, alongside wide harmonizing female vocals, over arpeggiated solo electric guitar melody, sustained strings progression, smooth bass, soft kick hits, punchy snare, simple hi hats and shimmering open hat. At the very end of the loop, there is a short snippet of the second song that consists of flat female vocals singing over claps, synth keys melody and punchy kick. It sounds emotional and passionate, even though the mix is bad.","['low quality', 'pop', 'echoing female vocal', 'punchy snare', 'shimmering open hat', 'simple hi hats', 'wide harmonizing female vocals', 'smooth bass', 'arpeggiated electric guitar solo melody', 'sustained strings progression', 'soft kick', 'compilation', 'claps', 'punchy kick', 'flat female vocal', 'synth keys melody', 'emotional', 'passionate', 'uplifting']","/m/015lz1,/m/04rlf,/m/074ft,/m/07p78v5",32000
GOTy3yhCylw,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\GOTy3yhCylw.wav,This is a bass guitar jam in the style of funk. It is an instrumental performance. The bass guitar is playing a complex solo using the slap technique. There is a backing track composed of a programmed acoustic sounding drum beat. There is a groovy atmosphere to it. This piece could be used in the opening theme of a tutorial/unboxing YouTube channel.,"['jam', 'funk', 'no singer', 'instrumental', 'bass guitar', 'solo', 'slap technique', 'backing track', 'acoustic sounding drums', 'groovy', 'upbeat', 'complex']","/m/018vs,/m/0342h,/m/04rlf,/m/0fx80y",32000
GQz_u0Vc8Os,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\GQz_u0Vc8Os.wav,"The Soft Rock song features a soulful male vocal melody over widely spread acoustic rhythm guitar, arpeggiated electric guitar melody and smooth bass. At the end of the loop there is a short snippet of the drop that consists of energetic drums and solo electric guitar melody. Right before the drop, the drums are slowly fading into the drop. Overall it sounds passionate, soulful, emotional and energetic.","['soft rock', 'wide acoustic rhythm guitar', 'arpeggiated electric guitar melody', 'electric guitar solo melody', 'smooth bass guitar', 'soulful male vocal melody', 'energetic drums', 'soulful', 'emotional', 'passionate', 'energetic', 'drums fade in']","/m/04rlf,/m/07s8j8t,/m/07sbbz2",32000
GWxiiDBK5s8,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\GWxiiDBK5s8.wav,"This is the poor quality recording of a bebop jazz music performance. The organ is playing an insanely complex improvised solo. In the background, there is a bass guitar and a jazz acoustic drum beat. The atmosphere is energetic.","['poor quality', 'no singer', 'instrumental', 'bebop jazz', 'organ', 'solo', 'improvisation', 'bass guitar', 'acoustic drums', 'energetic', 'complex']","/m/013y1f,/m/01s0ps,/m/03gvt,/m/05148p4,/m/05r5c",32000
GmGWvBNO8JI,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\GmGWvBNO8JI.wav,This is an instrumental showcase jam. A clean sounding electric guitar solo is being played. The track has an easygoing aura to it. Parts of this jam can be picked and lifted to be used as clean guitar samples for a beat. It could also be used in advertisement jingles.,"['jam', 'no singer', 'instrumental', 'single instrument', 'electric guitar', 'clean sounding', 'guitar solo', 'easygoing', 'simple tune']","/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/0fx80y,/m/0g12c5",32000
GuHDy--gWiM,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\GuHDy--gWiM.wav,"The low quality recording features a live performance of a folk song and it contains a steel guitar solo melody played over, acoustic rhythm guitar, electric guitar melody, shimmering cymbals, punchy snare, groovy bass, followed by violin melody, crowd noises and claps. It sounds passionate, uptempo, soulful and energetic.","['low quality', 'folk', 'live performance', 'wide clapping', 'crowd noises', 'steel guitar solo melody', 'acoustic rhythm guitar melody', 'groovy bass', 'punchy snare', 'shimmering cymbals', 'electric guitar melody', 'violin melody', 'passionate', 'uptempo', 'soulful', 'energetic']","/m/018j2,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y",32000
H6Y_7Ax34-g,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\H6Y_7Ax34-g.wav,This is a gear review jam. There is an electric guitar playing simple tunes. An amp plug is connected to the electric guitar. The atmosphere is easygoing. Sounds from this recording can be sampled to be used in advertisement jingles.,"['jam', 'no singer', 'instrumental', 'single instrument', 'electric guitar', 'guitar solo', 'amp plug', 'easygoing', 'simple tunes']","/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y,/t/dd00125",32000
HEclHruM37s,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\HEclHruM37s.wav,"This is a rap rock song that fuses elements from each genre. The rapper has a charismatic and fiery approach, and after his rap verse we hear a blues-rock electric guitar solo. There's a sustained warm synth with a flanger that supports the whole melodic aspect of the track. The mood of this song feels motivating.","['hip hop', 'electric guitar solo', 'rap rock', 'bluesy electric guitar tone', 'simple hip hop drum beat', 'charismatic fiery male rapper', 'bright flanger synth', 'harmonica']",/m/0gywn,32000
HWe3TSUcvHc,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\HWe3TSUcvHc.wav,"This is an amateur recording of a hard rock piece. An electric guitar solo is being played over a backing track that has a rhythm guitar, a bass guitar, a keyboard and acoustic drums playing in it. The sound resembles an 80s feel. It is a raw recording, so the mix is a bit muddy.","['hard rock', 'electric guitar', 'guitar solo', 'bass guitar', 'keyboard', 'acoustic drums', 'groovy', '80s feel', 'crunchy', 'medium tempo']","/m/0155w,/m/04rlf,/m/04szw",32000
I4Jp0kB2Ns0,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\I4Jp0kB2Ns0.wav,"The Rock instrumental features a passionate electric guitar solo melody played over punchy kick and snare hits, shimmering hi hats, groovy bass guitar, wooden bouncy percussion and electric guitar, mellow feedback, located in the left channel of the stereo image. It sounds groovy, addictive and passionate, thanks to that solo melody.","['rock', 'instrumental', 'groovy bass guitar', 'passionate electric guitar solo melody', 'punchy kick', 'punchy snare', 'wooden bouncy percussion', 'shimmering hi hats', 'electric guitar mellow feedback', 'groovy', 'addictive', 'passionate']","/m/04rlf,/m/0dls3",32000
I6wri5XQQbU,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\I6wri5XQQbU.wav,An acoustic drumset plays a rock groove along with a bassline building the foundation of the song. Someone is playing a solo melody on an e-guitar. This recording is of poor quality. This song may be playing at a live concert.,"['rock', 'e-guitar', 'e-bass', 'acoustic drums', 'uptempo', 'amateur recording']","/m/04rlf,/m/05r6t",32000
IAeYandwJqc,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\IAeYandwJqc.wav,"The low quality recording features a harmonica solo melody played over funky acoustic rhythm guitar. It sounds passionate and easygoing, even though the recording is a bit noisy and in mono.","['low quality', 'noisy', 'mono', 'harmonica solo melody', 'funky acoustic rhythm guitar', 'passionate', 'easygoing']","/m/03qjg,/m/085jw",32000
IWbe-NSK6Ic,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\IWbe-NSK6Ic.wav,An acoustic drum is played together with an e-bass. They both repeat the same pattern. The ride is panned to the right side of the speakers. Three e-guitars are playing. One is strumming the same chords as the bassline while another one is being strummed with a mute technique playing a reggae rhythm. The third guitar is playing a solo melody on top and is panned to the right side of the speakers. This song may be playing at a bar.,"['rock/pop', 'e-guitars', 'e-bass', 'acoustic drums', 'good vibes', 'uptempo']","/m/04rlf,/t/dd00031",32000
IqGB4nQIAcQ,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\IqGB4nQIAcQ.wav,"This clip is an instrumental. The tempo is medium with an electric guitar solo lead. There are no other instruments used. There is an interaction between two men in the interval . The music is powerful, loud and skilled and the speech indicates that this is probably a tutorial on how to play the guitar or an interview.","['instrumental', 'electric guitar', 'medium tempo', 'external amplification', 'embedded pickups', 'sonic power', 'powerful', 'amplified guitar', 'vibrations', 'dexterity', 'male voices interaction', 'interview', 'tutorial', 'guitar tutorial']","/m/01b9nn,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y",32000
J0lA7ZDfPLE,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\J0lA7ZDfPLE.wav,This instrumental song features a distortion guitar playing a guitar solo. The guitar starts playing an ascending pattern followed by a sweep picking lick. This is followed by an alternate picking pattern. The ending of this solo consists of a sweep picking lick using string skipping technique. There are no other instruments in this song. There is no voice in this song.,"['amateur recording', 'guitar solo', 'instrumental', 'no voices', 'alternate picking', 'distortion guitar', 'sweep picking', 'moderate tempo']","/m/02sgy,/m/0342h,/m/04rlf,/m/07szfh9,/m/0g12c5",32000
J7fVdG7Zd3A,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\J7fVdG7Zd3A.wav,"This music is an electric guitar solo. The tempo is medium with a haunting and lilting electric guitar riff.The music is minimalist with no accompaniment. It is youthful, energetic, passionate , melodic and pensive.","['instrumental', 'electric guitar', 'medium tempo', 'rock', 'metal', 'soft rock', 'tutorial', 'experiment', 'applied instruments', 'external amplification', 'sonic power', 'loud feedback', 'resonating', 'vibrations', 'home recording', 'muffled audio', 'electric guitar solo', 'guitar riff']","/m/01jnbd,/m/04rlf,/m/0g12c5",32000
JLYb7DwCaQU,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\JLYb7DwCaQU.wav,"The song is an instrumental. The tempo is medium with a slick drumming rhythm starting with a solid drum introduction, strong bass line  and a blues guitar solo. The song is energetic and passionate. The audio quality is excellent.","['electric guitar blues', 'instrumental music', 'blues guitar lessons', 'legendary licks', 'excellent audio quality', 'the blues', 'blues guitar tutorial', 'romantic', 'the lush life', 'blues legends', 'sophisticated', 'blues guitar licks', 'new orleans blues', 'blues hits', 'relaxing music', 'energetic', 'passionate', 'groovy', 'solid intro', 'blues giants', 'romantic', 'massive drum roll', 'medium tempo']","/m/0155w,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y",32000
JRfU_hF1wdM,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\JRfU_hF1wdM.wav,"The low quality recording features a jazzy song that consists of shimmering hi hats, repetitive cowbell, snappy rimshots and smooth bass in the right channel, short brass stabs and groovy piano chords in the left channel of the stereo image and electric guitar solo melody in the middle. The stereo image of the song is a bit unbalanced, due to the spreadness of low frequency sounds throughout the stereo image. It sounds easygoing and percussive.","['low quality', 'jazzy', 'unbalanced stereo', 'shimmering hi hats', 'repetitive cowbell', 'short brass stabs', 'electric guitar solo melody', 'groovy piano chords', 'smooth bass', 'easygoing', 'percussive', 'snappy rimshots']","/m/015y_n,/m/04rlf,/m/04szw,/m/0g293",32000
KHjEIheD-Cg,C:\Users\80753\Downloads\MusicCaps-master\MusicCaps-master\musiccaps_guitar_solo\KHjEIheD-Cg.wav,The song is an instrumental. The song is in medium tempo with a classical guitar playing a lilting melody in accompaniment style. The song is emotional and romantic. The song is a romantic instrumental song.,"['spanish guitar', 'guitar solo', 'soloist', 'emotional music', 'beautiful landscapes', 'twilight', 'pleasant', 'the good life', 'instrumental hits', 'celtic music', 'classical guitar hits', 'harmony', 'instrumental music', 'fret noises', 'emotional', 'relaxing', 'in love with you', 'melancholic', 'life is beautiful', 'comforting', 'romantic', 'groovy']","/m/04rlf,/t/dd00033",32000
